,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,parent_edu_grouped,average_score,performance_category,prep_effectiveness
550,male,Group C,some high school,free/reduced,none,79,76,65,High School or lower,73.33333333333333,Medium,8.294392523364479
551,male,Group B,bachelor's degree,free/reduced,completed,87,90,88,Bachelor,88.33333333333333,High,15.663873370577278
552,female,Group B,associate's degree,standard,none,40,48,50,Some College / Associate,46.0,Low,-19.03894080996885
553,male,Group D,some college,free/reduced,none,77,62,64,Some College / Associate,67.66666666666667,Medium,2.627725856697822
554,male,Group E,associate's degree,standard,none,53,45,40,Some College / Associate,46.0,Low,-19.03894080996885
555,female,Group C,some college,free/reduced,none,32,39,33,Some College / Associate,34.666666666666664,Low,-30.372274143302185
556,female,Group C,associate's degree,standard,completed,55,72,79,Some College / Associate,68.66666666666667,Medium,-4.002793296089379
557,male,Group C,master's degree,free/reduced,none,61,67,66,Master,64.66666666666667,Medium,-0.3722741433021781
558,female,Group B,associate's degree,free/reduced,none,53,70,70,Some College / Associate,64.33333333333333,Medium,-0.7056074766355209
559,male,Group D,some high school,standard,none,73,66,62,High School or lower,67.0,Medium,1.9610591900311505
560,female,Group D,some college,standard,completed,74,75,79,Some College / Associate,76.0,Medium,3.3305400372439493
561,female,Group C,some college,standard,none,63,74,74,Some College / Associate,70.33333333333333,Medium,5.294392523364479
562,male,Group C,bachelor's degree,standard,completed,96,90,92,Bachelor,92.66666666666667,High,19.99720670391062
563,female,Group D,some college,free/reduced,completed,63,80,80,Some College / Associate,74.33333333333333,Medium,1.663873370577278
564,male,Group B,bachelor's degree,free/reduced,none,48,51,46,Bachelor,48.333333333333336,Low,-16.705607476635514
565,male,Group B,associate's degree,standard,none,48,43,45,Some College / Associate,45.333333333333336,Low,-19.705607476635514
566,female,Group E,bachelor's degree,free/reduced,completed,92,100,100,Bachelor,97.33333333333333,High,24.663873370577278
567,female,Group D,master's degree,free/reduced,completed,61,71,78,Master,70.0,Medium,-2.6694599627560507
568,male,Group B,high school,free/reduced,none,63,48,47,High School or lower,52.666666666666664,Low,-12.372274143302185
569,male,Group D,bachelor's degree,free/reduced,none,68,68,67,Bachelor,67.66666666666667,Medium,2.627725856697822
570,male,Group B,some college,standard,completed,71,75,70,Some College / Associate,72.0,Medium,-0.6694599627560507
571,male,Group A,bachelor's degree,standard,none,91,96,92,Bachelor,93.0,High,27.96105919003115
572,female,Group C,some college,standard,none,53,62,56,Some College / Associate,57.0,Low,-8.03894080996885
573,female,Group C,high school,free/reduced,completed,50,66,64,High School or lower,60.0,Medium,-12.66945996275605
574,female,Group E,high school,standard,none,74,81,71,High School or lower,75.33333333333333,Medium,10.294392523364479
575,male,Group A,associate's degree,free/reduced,completed,40,55,53,Some College / Associate,49.333333333333336,Low,-23.336126629422715
576,male,Group A,some college,standard,completed,61,51,52,Some College / Associate,54.666666666666664,Low,-18.002793296089386
577,female,Group B,high school,standard,none,81,91,89,High School or lower,87.0,High,21.96105919003115
578,female,Group B,some college,free/reduced,completed,48,56,58,Some College / Associate,54.0,Low,-18.66945996275605
579,female,Group D,master's degree,standard,none,53,61,68,Master,60.666666666666664,Medium,-4.372274143302185
580,female,Group D,some high school,standard,none,81,97,96,High School or lower,91.33333333333333,High,26.29439252336448
581,female,Group E,some high school,standard,none,77,79,80,High School or lower,78.66666666666667,Medium,13.627725856697822
582,female,Group D,bachelor's degree,free/reduced,none,63,73,78,Bachelor,71.33333333333333,Medium,6.294392523364479
583,female,Group D,associate's degree,standard,completed,73,75,80,Some College / Associate,76.0,Medium,3.3305400372439493
584,female,Group D,some college,standard,none,69,77,77,Some College / Associate,74.33333333333333,Medium,9.294392523364479
585,female,Group C,associate's degree,standard,none,65,76,76,Some College / Associate,72.33333333333333,Medium,7.294392523364479
586,female,Group A,high school,standard,none,55,73,73,High School or lower,67.0,Medium,1.9610591900311505
587,female,Group C,bachelor's degree,free/reduced,none,44,63,62,Bachelor,56.333333333333336,Low,-8.705607476635514
588,female,Group C,some college,standard,none,54,64,65,Some College / Associate,61.0,Medium,-4.0389408099688495
589,female,Group A,some high school,standard,none,48,66,65,High School or lower,59.666666666666664,Low,-5.372274143302185
590,male,Group C,some college,free/reduced,none,58,57,54,Some College / Associate,56.333333333333336,Low,-8.705607476635514
591,male,Group A,some high school,standard,none,71,62,50,High School or lower,61.0,Medium,-4.0389408099688495
592,male,Group E,bachelor's degree,standard,none,68,68,64,Bachelor,66.66666666666667,Medium,1.6277258566978219
593,female,Group E,high school,standard,none,74,76,73,High School or lower,74.33333333333333,Medium,9.294392523364479
594,female,Group C,bachelor's degree,standard,completed,92,100,99,Bachelor,97.0,High,24.33054003724395
595,female,Group C,bachelor's degree,standard,completed,56,79,72,Bachelor,69.0,Medium,-3.6694599627560507
596,male,Group B,high school,free/reduced,none,30,24,15,High School or lower,23.0,Low,-42.03894080996885
597,male,Group A,some high school,standard,none,53,54,48,High School or lower,51.666666666666664,Low,-13.372274143302185
598,female,Group D,high school,standard,none,69,77,73,High School or lower,73.0,Medium,7.9610591900311505
599,female,Group D,some high school,standard,none,65,82,81,High School or lower,76.0,Medium,10.96105919003115
600,female,Group D,master's degree,standard,none,54,60,63,Master,59.0,Low,-6.0389408099688495
601,female,Group C,high school,standard,none,29,29,30,High School or lower,29.333333333333332,Low,-35.70560747663552
602,female,Group E,some college,standard,none,76,78,80,Some College / Associate,78.0,Medium,12.96105919003115
603,male,Group D,high school,free/reduced,none,60,57,51,High School or lower,56.0,Low,-9.03894080996885
604,male,Group D,master's degree,free/reduced,completed,84,89,90,Master,87.66666666666667,High,14.99720670391062
605,male,Group C,some high school,standard,none,75,72,62,High School or lower,69.66666666666667,Medium,4.627725856697822
606,female,Group C,associate's degree,standard,none,85,84,82,Some College / Associate,83.66666666666667,High,18.627725856697822
607,female,Group C,master's degree,free/reduced,none,40,58,54,Master,50.666666666666664,Low,-14.372274143302185
608,female,Group E,some college,standard,none,61,64,62,Some College / Associate,62.333333333333336,Medium,-2.705607476635514
609,female,Group B,associate's degree,standard,none,58,63,65,Some College / Associate,62.0,Medium,-3.0389408099688495
610,male,Group D,some college,free/reduced,completed,69,60,63,Some College / Associate,64.0,Medium,-8.66945996275605
611,female,Group C,some college,standard,none,58,59,66,Some College / Associate,61.0,Medium,-4.0389408099688495
612,male,Group C,bachelor's degree,standard,completed,94,90,91,Bachelor,91.66666666666667,High,18.99720670391062
613,female,Group C,associate's degree,standard,none,65,77,74,Some College / Associate,72.0,Medium,6.9610591900311505
614,female,Group A,associate's degree,standard,none,82,93,93,Some College / Associate,89.33333333333333,High,24.29439252336448
615,female,Group C,high school,standard,none,60,68,72,High School or lower,66.66666666666667,Medium,1.6277258566978219
616,female,Group E,bachelor's degree,standard,none,37,45,38,Bachelor,40.0,Low,-25.03894080996885
617,male,Group D,bachelor's degree,standard,none,88,78,83,Bachelor,83.0,High,17.96105919003115
618,male,Group D,master's degree,standard,none,95,81,84,Master,86.66666666666667,High,21.627725856697822
619,male,Group C,associate's degree,free/reduced,completed,65,73,68,Some College / Associate,68.66666666666667,Medium,-4.002793296089379
620,female,Group C,high school,free/reduced,none,35,61,54,High School or lower,50.0,Low,-15.03894080996885
621,male,Group B,bachelor's degree,free/reduced,none,62,63,56,Bachelor,60.333333333333336,Medium,-4.705607476635514
622,male,Group C,high school,free/reduced,completed,58,51,52,High School or lower,53.666666666666664,Low,-19.002793296089386
623,male,Group A,some college,standard,completed,100,96,86,Some College / Associate,94.0,High,21.33054003724395
624,female,Group E,bachelor's degree,free/reduced,none,61,58,62,Bachelor,60.333333333333336,Medium,-4.705607476635514
625,male,Group D,some college,standard,completed,100,97,99,Some College / Associate,98.66666666666667,High,25.99720670391062
626,male,Group B,associate's degree,free/reduced,completed,69,70,63,Some College / Associate,67.33333333333333,Medium,-5.336126629422722
627,male,Group D,associate's degree,standard,none,61,48,46,Some College / Associate,51.666666666666664,Low,-13.372274143302185
628,male,Group D,some college,free/reduced,none,49,57,46,Some College / Associate,50.666666666666664,Low,-14.372274143302185
629,female,Group C,some high school,standard,completed,44,51,55,High School or lower,50.0,Low,-22.66945996275605
630,male,Group D,some college,standard,none,67,64,70,Some College / Associate,67.0,Medium,1.9610591900311505
631,male,Group B,high school,standard,none,79,60,65,High School or lower,68.0,Medium,2.9610591900311505
632,female,Group B,bachelor's degree,standard,completed,66,74,81,Bachelor,73.66666666666667,Medium,0.9972067039106207
633,female,Group C,high school,standard,none,75,88,85,High School or lower,82.66666666666667,High,17.627725856697822
634,male,Group D,some high school,standard,none,84,84,80,High School or lower,82.66666666666667,High,17.627725856697822
635,male,Group A,high school,standard,none,71,74,64,High School or lower,69.66666666666667,Medium,4.627725856697822
636,female,Group B,high school,free/reduced,completed,67,80,81,High School or lower,76.0,Medium,3.3305400372439493
637,female,Group D,some high school,standard,completed,80,92,88,High School or lower,86.66666666666667,High,13.99720670391062
638,male,Group E,some college,standard,none,86,76,74,Some College / Associate,78.66666666666667,Medium,13.627725856697822
639,female,Group D,associate's degree,standard,none,76,74,73,Some College / Associate,74.33333333333333,Medium,9.294392523364479
640,male,Group D,high school,standard,none,41,52,51,High School or lower,48.0,Low,-17.03894080996885
641,female,Group D,associate's degree,free/reduced,completed,74,88,90,Some College / Associate,84.0,High,11.33054003724395
642,female,Group B,some high school,free/reduced,none,72,81,79,High School or lower,77.33333333333333,Medium,12.294392523364479
643,female,Group E,high school,standard,completed,74,79,80,High School or lower,77.66666666666667,Medium,4.997206703910621
644,male,Group B,high school,standard,none,70,65,60,High School or lower,65.0,Medium,-0.03894080996884952
645,female,Group B,bachelor's degree,standard,completed,65,81,81,Bachelor,75.66666666666667,Medium,2.9972067039106207
646,female,Group D,associate's degree,standard,none,59,70,65,Some College / Associate,64.66666666666667,Medium,-0.3722741433021781
647,female,Group E,high school,free/reduced,none,64,62,68,High School or lower,64.66666666666667,Medium,-0.3722741433021781
648,female,Group B,high school,standard,none,50,53,55,High School or lower,52.666666666666664,Low,-12.372274143302185
649,female,Group D,some college,standard,completed,69,79,81,Some College / Associate,76.33333333333333,Medium,3.663873370577278
650,male,Group C,some high school,free/reduced,completed,51,56,53,High School or lower,53.333333333333336,Low,-19.336126629422715
651,female,Group A,high school,standard,completed,68,80,76,High School or lower,74.66666666666667,Medium,1.9972067039106207
652,female,Group D,some college,standard,completed,85,86,98,Some College / Associate,89.66666666666667,High,16.99720670391062
653,female,Group A,associate's degree,standard,completed,65,70,74,Some College / Associate,69.66666666666667,Medium,-3.0027932960893793
654,female,Group B,some high school,standard,none,73,79,79,High School or lower,77.0,Medium,11.96105919003115
655,female,Group B,some college,standard,none,62,67,67,Some College / Associate,65.33333333333333,Medium,0.2943925233644791
656,male,Group C,associate's degree,free/reduced,none,77,67,64,Some College / Associate,69.33333333333333,Medium,4.294392523364479
657,male,Group D,some high school,standard,none,69,66,61,High School or lower,65.33333333333333,Medium,0.2943925233644791
658,female,Group D,associate's degree,free/reduced,none,43,60,58,Some College / Associate,53.666666666666664,Low,-11.372274143302185
659,male,Group D,associate's degree,standard,none,90,87,85,Some College / Associate,87.33333333333333,High,22.29439252336448
660,male,Group C,some college,free/reduced,none,74,77,73,Some College / Associate,74.66666666666667,Medium,9.627725856697822
661,male,Group C,some high school,standard,none,73,66,63,High School or lower,67.33333333333333,Medium,2.294392523364479
662,female,Group D,some college,free/reduced,none,55,71,69,Some College / Associate,65.0,Medium,-0.03894080996884952
663,female,Group C,high school,standard,none,65,69,67,High School or lower,67.0,Medium,1.9610591900311505
664,male,Group D,associate's degree,standard,none,80,63,63,Some College / Associate,68.66666666666667,Medium,3.627725856697822
665,female,Group C,some high school,free/reduced,completed,50,60,60,High School or lower,56.666666666666664,Low,-16.002793296089386
666,female,Group C,some college,free/reduced,completed,63,73,71,Some College / Associate,69.0,Medium,-3.6694599627560507
667,female,Group B,bachelor's degree,free/reduced,none,77,85,87,Bachelor,83.0,High,17.96105919003115
668,male,Group C,some college,standard,none,73,74,61,Some College / Associate,69.33333333333333,Medium,4.294392523364479
669,male,Group D,associate's degree,standard,completed,81,72,77,Some College / Associate,76.66666666666667,Medium,3.9972067039106207
670,female,Group C,high school,free/reduced,none,66,76,68,High School or lower,70.0,Medium,4.9610591900311505
671,male,Group D,associate's degree,free/reduced,none,52,57,50,Some College / Associate,53.0,Low,-12.03894080996885
672,female,Group C,some college,standard,none,69,78,76,Some College / Associate,74.33333333333333,Medium,9.294392523364479
673,female,Group C,associate's degree,standard,completed,65,84,84,Some College / Associate,77.66666666666667,Medium,4.997206703910621
674,female,Group D,high school,standard,completed,69,77,78,High School or lower,74.66666666666667,Medium,1.9972067039106207
675,female,Group B,some college,standard,completed,50,64,66,Some College / Associate,60.0,Medium,-12.66945996275605
676,female,Group E,some college,standard,completed,73,78,76,Some College / Associate,75.66666666666667,Medium,2.9972067039106207
677,female,Group C,some high school,standard,completed,70,82,76,High School or lower,76.0,Medium,3.3305400372439493
678,male,Group D,associate's degree,free/reduced,none,81,75,78,Some College / Associate,78.0,Medium,12.96105919003115
679,male,Group D,some college,free/reduced,none,63,61,60,Some College / Associate,61.333333333333336,Medium,-3.705607476635514
680,female,Group D,high school,standard,none,67,72,74,High School or lower,71.0,Medium,5.9610591900311505
681,male,Group B,high school,standard,none,60,68,60,High School or lower,62.666666666666664,Medium,-2.3722741433021852
682,male,Group B,high school,standard,none,62,55,54,High School or lower,57.0,Low,-8.03894080996885
683,female,Group C,some high school,free/reduced,completed,29,40,44,High School or lower,37.666666666666664,Low,-35.002793296089386
684,male,Group B,some college,standard,completed,62,66,68,Some College / Associate,65.33333333333333,Medium,-7.336126629422722
685,female,Group E,master's degree,standard,completed,94,99,100,Master,97.66666666666667,High,24.99720670391062
686,male,Group E,some college,standard,completed,85,75,68,Some College / Associate,76.0,Medium,3.3305400372439493
687,male,Group D,associate's degree,free/reduced,none,77,78,73,Some College / Associate,76.0,Medium,10.96105919003115
688,male,Group A,high school,free/reduced,none,53,58,44,High School or lower,51.666666666666664,Low,-13.372274143302185
689,male,Group E,some college,free/reduced,none,93,90,83,Some College / Associate,88.66666666666667,High,23.627725856697822
690,female,Group C,associate's degree,standard,none,49,53,53,Some College / Associate,51.666666666666664,Low,-13.372274143302185
691,female,Group E,associate's degree,free/reduced,none,73,76,78,Some College / Associate,75.66666666666667,Medium,10.627725856697822
692,female,Group C,bachelor's degree,free/reduced,completed,66,74,81,Bachelor,73.66666666666667,Medium,0.9972067039106207
693,female,Group D,associate's degree,standard,none,77,77,73,Some College / Associate,75.66666666666667,Medium,10.627725856697822
694,female,Group C,some high school,standard,none,49,63,56,High School or lower,56.0,Low,-9.03894080996885
695,female,Group D,some college,free/reduced,none,79,89,86,Some College / Associate,84.66666666666667,High,19.627725856697822
696,female,Group C,associate's degree,standard,completed,75,82,90,Some College / Associate,82.33333333333333,High,9.663873370577278
697,female,Group A,bachelor's degree,standard,none,59,72,70,Bachelor,67.0,Medium,1.9610591900311505
698,female,Group D,associate's degree,standard,completed,57,78,79,Some College / Associate,71.33333333333333,Medium,-1.336126629422722
699,male,Group C,high school,free/reduced,none,66,66,59,High School or lower,63.666666666666664,Medium,-1.3722741433021852
700,female,Group E,bachelor's degree,standard,completed,79,81,82,Bachelor,80.66666666666667,High,7.997206703910621
701,female,Group B,some high school,standard,none,57,67,72,High School or lower,65.33333333333333,Medium,0.2943925233644791
702,male,Group A,bachelor's degree,standard,completed,87,84,87,Bachelor,86.0,High,13.33054003724395
703,female,Group D,some college,standard,none,63,64,67,Some College / Associate,64.66666666666667,Medium,-0.3722741433021781
704,female,Group B,some high school,free/reduced,completed,59,63,64,High School or lower,62.0,Medium,-10.66945996275605
705,male,Group A,bachelor's degree,free/reduced,none,62,72,65,Bachelor,66.33333333333333,Medium,1.294392523364479
706,male,Group D,high school,standard,none,46,34,36,High School or lower,38.666666666666664,Low,-26.372274143302185
707,male,Group C,some college,standard,none,66,59,52,Some College / Associate,59.0,Low,-6.0389408099688495
708,male,Group D,high school,standard,none,89,87,79,High School or lower,85.0,High,19.96105919003115
709,female,Group D,associate's degree,free/reduced,completed,42,61,58,Some College / Associate,53.666666666666664,Low,-19.002793296089386
710,male,Group C,some college,standard,completed,93,84,90,Some College / Associate,89.0,High,16.33054003724395
711,female,Group E,some high school,standard,completed,80,85,85,High School or lower,83.33333333333333,High,10.663873370577278
712,female,Group D,some college,standard,none,98,100,99,Some College / Associate,99.0,High,33.96105919003115
713,male,Group D,master's degree,standard,none,81,81,84,Master,82.0,High,16.96105919003115
714,female,Group B,some high school,standard,completed,60,70,74,High School or lower,68.0,Medium,-4.669459962756051
715,female,Group B,associate's degree,free/reduced,completed,76,94,87,Some College / Associate,85.66666666666667,High,12.99720670391062
716,male,Group C,associate's degree,standard,completed,73,78,72,Some College / Associate,74.33333333333333,Medium,1.663873370577278
717,female,Group C,associate's degree,standard,completed,96,96,99,Some College / Associate,97.0,High,24.33054003724395
718,female,Group C,high school,standard,none,76,76,74,High School or lower,75.33333333333333,Medium,10.294392523364479
719,male,Group E,associate's degree,free/reduced,completed,91,73,80,Some College / Associate,81.33333333333333,High,8.663873370577278
720,female,Group C,some college,free/reduced,none,62,72,70,Some College / Associate,68.0,Medium,2.9610591900311505
721,male,Group D,some high school,free/reduced,completed,55,59,59,High School or lower,57.666666666666664,Low,-15.002793296089386
722,female,Group B,some high school,free/reduced,completed,74,90,88,High School or lower,84.0,High,11.33054003724395
723,male,Group C,high school,standard,none,50,48,42,High School or lower,46.666666666666664,Low,-18.372274143302185
724,male,Group B,some college,standard,none,47,43,41,Some College / Associate,43.666666666666664,Low,-21.372274143302185
725,male,Group E,some college,standard,completed,81,74,71,Some College / Associate,75.33333333333333,Medium,2.663873370577278
726,female,Group E,associate's degree,standard,completed,65,75,77,Some College / Associate,72.33333333333333,Medium,-0.3361266294227221
727,male,Group E,some high school,standard,completed,68,51,57,High School or lower,58.666666666666664,Low,-14.002793296089386
728,female,Group D,high school,free/reduced,none,73,92,84,High School or lower,83.0,High,17.96105919003115
729,male,Group C,some college,standard,none,53,39,37,Some College / Associate,43.0,Low,-22.03894080996885
730,female,Group B,associate's degree,free/reduced,completed,68,77,80,Some College / Associate,75.0,Medium,2.3305400372439493
731,male,Group A,some high school,free/reduced,none,55,46,43,High School or lower,48.0,Low,-17.03894080996885
732,female,Group C,some college,standard,completed,87,89,94,Some College / Associate,90.0,High,17.33054003724395
733,male,Group D,some high school,standard,none,55,47,44,High School or lower,48.666666666666664,Low,-16.372274143302185
734,female,Group E,some college,free/reduced,none,53,58,57,Some College / Associate,56.0,Low,-9.03894080996885
735,male,Group C,master's degree,standard,none,67,57,59,Master,61.0,Medium,-4.0389408099688495
736,male,Group C,associate's degree,standard,none,92,79,84,Some College / Associate,85.0,High,19.96105919003115
737,female,Group B,some college,free/reduced,completed,53,66,73,Some College / Associate,64.0,Medium,-8.66945996275605
738,male,Group D,associate's degree,standard,none,81,71,73,Some College / Associate,75.0,Medium,9.96105919003115
739,male,Group C,high school,free/reduced,none,61,60,55,High School or lower,58.666666666666664,Low,-6.372274143302185
740,male,Group D,bachelor's degree,standard,none,80,73,72,Bachelor,75.0,Medium,9.96105919003115
741,female,Group A,associate's degree,free/reduced,none,37,57,56,Some College / Associate,50.0,Low,-15.03894080996885
742,female,Group C,high school,standard,none,81,84,82,High School or lower,82.33333333333333,High,17.29439252336448
743,female,Group C,associate's degree,standard,completed,59,73,72,Some College / Associate,68.0,Medium,-4.669459962756051
744,male,Group B,some college,free/reduced,none,55,55,47,Some College / Associate,52.333333333333336,Low,-12.705607476635514
745,male,Group D,associate's degree,standard,none,72,79,74,Some College / Associate,75.0,Medium,9.96105919003115
746,male,Group D,high school,standard,none,69,75,71,High School or lower,71.66666666666667,Medium,6.627725856697822
747,male,Group C,some college,standard,none,69,64,68,Some College / Associate,67.0,Medium,1.9610591900311505
748,female,Group C,bachelor's degree,free/reduced,none,50,60,59,Bachelor,56.333333333333336,Low,-8.705607476635514
749,male,Group B,some college,standard,completed,87,84,86,Some College / Associate,85.66666666666667,High,12.99720670391062
750,male,Group D,some high school,standard,completed,71,69,68,High School or lower,69.33333333333333,Medium,-3.336126629422722
751,male,Group E,some college,standard,none,68,72,65,Some College / Associate,68.33333333333333,Medium,3.294392523364479
752,male,Group C,master's degree,free/reduced,completed,79,77,75,Master,77.0,Medium,4.330540037243949
753,female,Group C,some high school,standard,completed,77,90,85,High School or lower,84.0,High,11.33054003724395
754,male,Group C,associate's degree,free/reduced,none,58,55,53,Some College / Associate,55.333333333333336,Low,-9.705607476635514
755,female,Group E,associate's degree,standard,none,84,95,92,Some College / Associate,90.33333333333333,High,25.29439252336448
756,male,Group D,some college,standard,none,55,58,52,Some College / Associate,55.0,Low,-10.03894080996885
757,male,Group E,bachelor's degree,free/reduced,completed,70,68,72,Bachelor,70.0,Medium,-2.6694599627560507
758,female,Group D,some college,free/reduced,completed,52,59,65,Some College / Associate,58.666666666666664,Low,-14.002793296089386
759,male,Group B,some college,standard,completed,69,77,77,Some College / Associate,74.33333333333333,Medium,1.663873370577278
760,female,Group C,high school,free/reduced,none,53,72,64,High School or lower,63.0,Medium,-2.0389408099688495
761,female,Group D,some high school,standard,none,48,58,54,High School or lower,53.333333333333336,Low,-11.705607476635514
762,male,Group D,some high school,standard,completed,78,81,86,High School or lower,81.66666666666667,High,8.99720670391062
763,female,Group B,high school,standard,none,62,62,63,High School or lower,62.333333333333336,Medium,-2.705607476635514
764,male,Group D,some college,standard,none,60,63,59,Some College / Associate,60.666666666666664,Medium,-4.372274143302185
765,female,Group B,high school,standard,none,74,72,72,High School or lower,72.66666666666667,Medium,7.627725856697822
766,female,Group C,high school,standard,completed,58,75,77,High School or lower,70.0,Medium,-2.6694599627560507
767,male,Group B,high school,standard,completed,76,62,60,High School or lower,66.0,Medium,-6.669459962756051
768,female,Group D,some high school,standard,none,68,71,75,High School or lower,71.33333333333333,Medium,6.294392523364479
769,male,Group A,some college,free/reduced,none,58,60,57,Some College / Associate,58.333333333333336,Low,-6.705607476635514
770,male,Group B,high school,standard,none,52,48,49,High School or lower,49.666666666666664,Low,-15.372274143302185
771,male,Group D,bachelor's degree,standard,none,75,73,74,Bachelor,74.0,Medium,8.96105919003115
772,female,Group B,some high school,free/reduced,completed,52,67,72,High School or lower,63.666666666666664,Medium,-9.002793296089386
773,female,Group C,bachelor's degree,free/reduced,none,62,78,79,Bachelor,73.0,Medium,7.9610591900311505
774,male,Group B,some college,standard,none,66,65,60,Some College / Associate,63.666666666666664,Medium,-1.3722741433021852
775,female,Group B,some high school,free/reduced,none,49,58,55,High School or lower,54.0,Low,-11.03894080996885
776,female,Group B,high school,standard,none,66,72,70,High School or lower,69.33333333333333,Medium,4.294392523364479
777,female,Group C,some college,free/reduced,none,35,44,43,Some College / Associate,40.666666666666664,Low,-24.372274143302185
778,female,Group A,some college,standard,completed,72,79,82,Some College / Associate,77.66666666666667,Medium,4.997206703910621
779,male,Group E,associate's degree,standard,completed,94,85,82,Some College / Associate,87.0,High,14.33054003724395
780,female,Group D,associate's degree,free/reduced,none,46,56,57,Some College / Associate,53.0,Low,-12.03894080996885
781,female,Group B,master's degree,standard,none,77,90,84,Master,83.66666666666667,High,18.627725856697822
782,female,Group B,high school,free/reduced,completed,76,85,82,High School or lower,81.0,High,8.33054003724395
783,female,Group C,associate's degree,standard,completed,52,59,62,Some College / Associate,57.666666666666664,Low,-15.002793296089386
784,male,Group C,bachelor's degree,standard,completed,91,81,79,Bachelor,83.66666666666667,High,10.99720670391062
785,female,Group B,some high school,standard,completed,32,51,44,High School or lower,42.333333333333336,Low,-30.336126629422715
786,female,Group E,some high school,free/reduced,none,72,79,77,High School or lower,76.0,Medium,10.96105919003115
787,female,Group B,some college,standard,none,19,38,32,Some College / Associate,29.666666666666668,Low,-35.37227414330218
788,male,Group C,associate's degree,free/reduced,none,68,65,61,Some College / Associate,64.66666666666667,Medium,-0.3722741433021781
789,female,Group C,master's degree,free/reduced,none,52,65,61,Master,59.333333333333336,Low,-5.705607476635514
790,female,Group B,high school,standard,none,48,62,60,High School or lower,56.666666666666664,Low,-8.372274143302185
791,female,Group D,some college,free/reduced,none,60,66,70,Some College / Associate,65.33333333333333,Medium,0.2943925233644791
792,male,Group D,high school,free/reduced,none,66,74,69,High School or lower,69.66666666666667,Medium,4.627725856697822
793,male,Group E,some high school,standard,completed,89,84,77,High School or lower,83.33333333333333,High,10.663873370577278
794,female,Group B,high school,standard,none,42,52,51,High School or lower,48.333333333333336,Low,-16.705607476635514
795,female,Group E,associate's degree,free/reduced,completed,57,68,73,Some College / Associate,66.0,Medium,-6.669459962756051
796,male,Group D,high school,standard,none,70,70,70,High School or lower,70.0,Medium,4.9610591900311505
797,female,Group E,associate's degree,free/reduced,none,70,84,81,Some College / Associate,78.33333333333333,Medium,13.294392523364479
798,male,Group E,some college,standard,none,69,60,54,Some College / Associate,61.0,Medium,-4.0389408099688495
799,female,Group C,associate's degree,standard,none,52,55,57,Some College / Associate,54.666666666666664,Low,-10.372274143302185
800,male,Group C,some high school,standard,completed,67,73,68,High School or lower,69.33333333333333,Medium,-3.336126629422722
801,male,Group C,some high school,standard,completed,76,80,73,High School or lower,76.33333333333333,Medium,3.663873370577278
802,female,Group E,associate's degree,standard,none,87,94,95,Some College / Associate,92.0,High,26.96105919003115
803,female,Group B,some college,standard,none,82,85,87,Some College / Associate,84.66666666666667,High,19.627725856697822
804,female,Group C,some college,standard,none,73,76,78,Some College / Associate,75.66666666666667,Medium,10.627725856697822
805,male,Group A,some college,free/reduced,none,75,81,74,Some College / Associate,76.66666666666667,Medium,11.627725856697822
806,female,Group D,some college,free/reduced,none,64,74,75,Some College / Associate,71.0,Medium,5.9610591900311505
807,female,Group E,high school,free/reduced,none,41,45,40,High School or lower,42.0,Low,-23.03894080996885
808,male,Group C,high school,standard,none,90,75,69,High School or lower,78.0,Medium,12.96105919003115
809,male,Group B,bachelor's degree,standard,none,59,54,51,Bachelor,54.666666666666664,Low,-10.372274143302185
810,male,Group A,some high school,standard,none,51,31,36,High School or lower,39.333333333333336,Low,-25.705607476635514
811,male,Group A,high school,free/reduced,none,45,47,49,High School or lower,47.0,Low,-18.03894080996885
812,female,Group C,master's degree,standard,completed,54,64,67,Master,61.666666666666664,Medium,-11.002793296089386
813,male,Group E,some high school,standard,completed,87,84,76,High School or lower,82.33333333333333,High,9.663873370577278
814,female,Group C,high school,standard,none,72,80,83,High School or lower,78.33333333333333,Medium,13.294392523364479
815,male,Group B,some high school,standard,completed,94,86,87,High School or lower,89.0,High,16.33054003724395
816,female,Group A,bachelor's degree,standard,none,45,59,64,Bachelor,56.0,Low,-9.03894080996885
817,male,Group D,bachelor's degree,free/reduced,completed,61,70,76,Bachelor,69.0,Medium,-3.6694599627560507
818,female,Group B,high school,free/reduced,none,60,72,68,High School or lower,66.66666666666667,Medium,1.6277258566978219
819,female,Group C,some high school,standard,none,77,91,88,High School or lower,85.33333333333333,High,20.29439252336448
820,female,Group A,some high school,standard,completed,85,90,92,High School or lower,89.0,High,16.33054003724395
821,female,Group D,bachelor's degree,free/reduced,none,78,90,93,Bachelor,87.0,High,21.96105919003115
822,male,Group E,some college,free/reduced,completed,49,52,51,Some College / Associate,50.666666666666664,Low,-22.002793296089386
823,female,Group B,high school,free/reduced,none,71,87,82,High School or lower,80.0,High,14.96105919003115
824,female,Group C,some high school,free/reduced,none,48,58,52,High School or lower,52.666666666666664,Low,-12.372274143302185
825,male,Group C,high school,standard,none,62,67,58,High School or lower,62.333333333333336,Medium,-2.705607476635514
826,female,Group C,associate's degree,free/reduced,completed,56,68,70,Some College / Associate,64.66666666666667,Medium,-8.00279329608938
827,female,Group C,some high school,standard,none,65,69,76,High School or lower,70.0,Medium,4.9610591900311505
